,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
1642,0.01,0.056666666666666664,0.035,0.01,0.02,0.01,0.13,0.03,0.14,0.05,0.0
1643,0.95,0.013333333333333332,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0
1644,0.0,0.03,0.0,0.0,0.01,0.01,0.02,0.0,0.02,0.03,0.0
1645,0.0,0.0,0.01,0.01,0.003333333333333333,0.0,0.04,0.0,0.08,0.05,0.01
1646,0.0,0.055,0.0625,0.0,0.01,0.0,0.08166666666666668,0.01,0.1,0.1,0.03
1647,0.0,0.0,0.015,0.0,0.0,0.48,0.02,0.16,0.01,0.08,0.0
1648,0.04,0.014857142857142857,0.035,0.0,0.03,0.01,0.07,0.01,0.07,0.09,0.0
1649,0.0,0.04,0.05833333333333334,0.0,0.05,0.0,0.0,0.0,0.03,0.16,0.01
1650,0.02,0.37,0.33666666666666667,0.01,0.032857142857142856,0.0,0.01,0.0,0.44,0.55,0.01
1651,0.0,0.01,0.39,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0.0
1653,0.01,0.02,0.10416666666666669,0.0,0.015,0.0,0.05,0.0,0.405,0.6821428571428573,0.0
1654,0.0,0.02,0.065,0.03,0.01,0.02,0.04666666666666666,0.03,0.06,0.1,0.016
1655,0.0,0.04,0.01,0.0,0.0,0.0,0.07,0.0,0.08,0.07,0.01
1656,0.04,0.03,0.11833333333333335,0.0,0.02,0.0,0.04,0.03,0.06,0.11,0.01
1657,0.0,0.11183333333333334,0.02,0.0,0.06,0.0,0.04,0.01,0.03958333333333333,0.02,0.0
1658,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.04,0.12,0.0
1659,0.0,0.09,0.07,0.02,0.02,0.01,0.02,0.01,0.03,0.10428571428571429,0.02
1660,0.01,0.02,0.01,0.01,0.06,0.01,0.05,0.0,0.03,0.04666666666666666,0.01
1661,0.03,0.03,0.05,0.0,0.01,0.02,0.045,0.0,0.16899999999999998,0.11,0.01
1662,0.0,0.04666666666666666,0.11,0.0,0.01,0.01,0.02,0.02,0.09,0.04,0.0
1663,0.0,0.02,0.03,0.01,0.0,0.0,0.015,0.0,0.01,0.08,0.0
1664,0.0,0.07166666666666666,0.25666666666666665,0.0,0.055999999999999994,0.0,0.21499999999999997,0.02,0.02,0.10916666666666666,0.01
1665,0.0,0.11,0.08,0.01,0.28,0.01,0.01,0.01,0.11,0.4,0.0
1666,0.02,0.022000000000000002,0.075,0.0,0.01,0.0,0.03,0.04,0.07,0.09,0.03
1667,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.17,0.12,0.0
1668,0.0,0.19,0.08,0.0,0.04,0.0,0.003333333333333333,0.0,0.11,0.619,0.0
1669,0.0,0.01,0.02333333333333333,0.0,0.01,0.0,0.04,0.005,0.04,0.034,0.0
1670,0.0,0.16,0.195,0.0,0.008333333333333333,0.0,0.05166666666666666,0.0,0.285,0.10333333333333332,0.0
1671,0.02,0.09,0.04,0.0,0.02,0.02,0.03,0.015,0.115,0.08,0.01
1672,0.74,0.02,0.022000000000000002,0.0,0.0,0.01,0.03,0.01,0.07,0.13666666666666666,0.02
1673,0.09,0.04666666666666666,0.09,0.01,0.0,0.03,0.06,0.05,0.106,0.09,0.01
1674,0.01,0.04,0.025,0.0,0.0,0.0,0.03,0.05,0.01,0.08,0.0
1675,0.0,0.0,0.003333333333333333,0.0,0.0,0.0,0.02,0.0,0.0,0.24,0.0
1676,0.02,0.06,0.0575,0.04,0.035,0.02,0.03,0.045,0.0545,0.08583333333333332,0.01
1677,0.42,0.006,0.02,0.0,0.0,0.0,0.03,0.013333333333333332,0.02,0.03,0.01
1678,0.0,0.13316666666666666,0.20116666666666666,0.0,0.026000000000000002,0.0,0.25,0.0,0.013333333333333332,0.08,0.03
1679,0.0,0.02,0.04,0.01,0.0,0.0,0.08833333333333332,0.0,0.19,0.19,0.0
1680,0.0,0.03,0.07666666666666667,0.0,0.03,0.01,0.03,0.03,0.05,0.1,0.02
1681,0.03,0.03,0.08,0.0,0.01,0.01,0.04,0.04,0.05333333333333333,0.04,0.02
1682,0.01,0.03,0.052000000000000005,0.0,0.0075,0.01,0.06,0.0,0.195,0.02,0.0
1683,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1684,0.04,0.0,0.065,0.03,0.04,0.02,0.07333333333333333,0.025,0.08,0.23,0.05
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.01,0.0
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.01,0.0
1687,0.49,0.005,0.06,0.0,0.01,0.0,0.01,0.01,0.02,0.06,0.0
1688,0.02,0.0125,0.02,0.01,0.01,0.0,0.03,0.0,0.07,0.15,0.01
1689,0.02,0.01,0.015,0.01,0.04,0.0,0.01,0.03,0.05,0.03,0.01
1690,0.0,0.0,0.02,0.0,0.02,0.01,0.035,0.0,0.056666666666666664,0.05,0.0
1691,0.0,0.06,0.05,0.0,0.01,0.003333333333333333,0.02,0.01,0.03,0.1,0.01
1692,0.01,0.0,0.15508333333333335,0.0,0.01,0.0,0.03,0.0,0.13666666666666666,0.38833333333333336,0.0
1693,0.0,0.02,0.04633333333333333,0.0,0.0,0.01,0.0,0.016666666666666666,0.04,0.05,0.01
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.08,0.005,0.0
1695,0.03,0.05,0.06,0.01,0.045,0.01,0.02,0.01,0.06,0.08285714285714285,0.0
1696,0.0,0.06,0.07,0.01,0.01,0.0,0.01,0.01,0.07,0.17,0.0
1697,0.0,0.0,0.1,0.0,0.01,0.01,0.18,0.0,0.05,0.1,0.0
1698,0.0,0.005,0.04,0.01,0.01,0.01,0.01,0.01,0.03,0.205,0.02
1699,0.0,0.015,0.04,0.0,0.02,0.0,0.11,0.01,0.17333333333333337,0.04,0.0
1700,0.69,0.04,0.03666666666666667,0.01,0.01,0.02,0.09,0.01,0.03,0.09933333333333333,0.03
1701,0.0,0.02,0.01,0.01,0.01,0.02,0.06,0.0,0.31,0.06,0.04
1702,0.02,0.015,0.08,0.02,0.02,0.08,0.11,0.01,0.18,0.08,0.02
1703,0.04,0.02,0.04,0.0,0.01,0.0,0.003333333333333333,0.0,0.07,0.095,0.01
1704,0.0,0.035,0.07833333333333334,0.02,0.0,0.0,0.02,0.03,0.09,0.20000000000000004,0.0
1705,0.88,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.01
1706,0.02,0.33525000000000005,0.24794047619047613,0.0,0.02,0.0,0.0,0.0,0.0,0.3925000000000001,0.01
1707,0.0,0.06,0.065,0.01,0.03,0.01,0.075,0.0,0.08571428571428572,0.15,0.015
1708,0.0,0.01,0.02,0.0,0.0,0.0,0.04,0.01,0.11,0.07,0.0
1709,0.0,0.01,0.01,0.0,0.13,0.0,0.06,0.0,0.14,0.015,0.0
1710,0.0,0.04666666666666666,0.06,0.0,0.013999999999999999,0.05916666666666666,0.01,0.0,0.03,0.145,0.003333333333333333
1711,0.01,0.03,0.079,0.0,0.02,0.01,0.02,0.0,0.06,0.46,0.01
1712,0.0,0.02,0.0,0.0,0.0,0.0,0.11,0.02,0.11,0.07,0.0
1713,0.03,0.05333333333333334,0.12833333333333333,0.0,0.02,0.0,0.04,0.04,0.1475,0.145,0.0
1714,0.01,0.04,0.09333333333333334,0.0,0.027999999999999997,0.02,0.06333333333333334,0.0,0.19466666666666665,0.10333333333333332,0.01
1715,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.3108333333333333,0.0,0.0
1716,0.0,0.03,0.03,0.0,0.01,0.0,0.08,0.02,0.06,0.07,0.01
1717,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.05,0.14,0.0
1718,0.02,0.0,0.045,0.0,0.0,0.0,0.02,0.0,0.0125,0.09,0.02
1719,0.01,0.01,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
1720,0.01,0.02,0.06,0.0,0.02,0.01,0.06,0.01,0.25,0.16,0.0
1721,0.0,0.01,0.02,0.0,0.01,0.01,0.15,0.0,0.04,0.05,0.0
1722,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0
1723,0.01,0.0,0.075,0.0,0.0,0.0,0.0,0.01,0.32,0.06,0.02
1724,0.0,0.03,0.0525,0.03,0.05,0.01,0.05,0.03,0.122,0.16,0.02
1725,0.0,0.01,0.82,0.0,0.01,0.0,0.1,0.0,0.13,0.01,0.0
1726,0.04,0.08333333333333331,0.02,0.02,0.0,0.0,0.08,0.01,0.0625,0.16,0.02
1727,0.0,0.02,0.04,0.02,0.01,0.0,0.05,0.01,0.11,0.02,0.0
1728,0.0,0.0,0.075,0.0,0.02,0.0,0.04,0.0,0.03,0.22,0.0
1729,0.0,0.0,0.03,0.02,0.05,0.01,0.05,0.0,0.05,0.075,0.0
1730,0.44,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0
1731,0.0,0.055,0.04,0.01,0.02,0.0,0.08,0.0,0.02,0.0,0.0
1732,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.06,0.01,0.0
1733,0.0,0.02,0.02,0.0,0.01,0.0,0.01,0.0,0.07,0.31,0.0
1734,0.02,0.05,0.045,0.0,0.002,0.005,0.08,0.04,0.08,0.05,0.01
1735,0.02,0.07333333333333333,0.3916666666666667,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01
1736,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.1,0.15,0.0
1737,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.3981666666666667,0.5025,0.0
1738,0.9,0.01,0.015,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0
1739,0.0,0.09,0.07,0.02,0.02,0.01,0.02,0.01,0.03,0.10428571428571429,0.02
1740,0.02,0.013333333333333332,0.02333333333333333,0.0,0.01,0.03,0.03,0.01,0.05,0.26,0.01
1741,0.0,0.0,0.04,0.0,0.03,0.0,0.06,0.01,0.16,0.08,0.0
1742,0.0,0.02333333333333333,0.05,0.02,0.0,0.0,0.01,0.01,0.025,0.07,0.0
1743,0.01,0.03,0.0425,0.0,0.03,0.01,0.01,0.0,0.05,0.05,0.0
1744,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.23,0.0,0.0
1745,0.0,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0.04,0.04,0.0
1746,0.0,0.02,0.02,0.0,0.015,0.0,0.2,0.0,0.05,0.06,0.0
1747,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.166,0.18,0.0
1748,0.03,0.015,0.15333333333333335,0.0,0.02,0.0,0.006,0.0,0.13,0.07,0.0
1749,0.0,0.01,0.71,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0
1750,0.04,0.02,0.0044444444444444444,0.0,0.01,0.01,0.04666666666666666,0.0,0.06,0.52,0.01
1751,0.0,0.035,0.04,0.11,0.06,0.013333333333333332,0.0,0.02,0.04,0.14,0.0
1752,0.0,0.02,0.03666666666666667,0.0,0.0,0.05,0.02,0.0,0.18,0.04,0.0
1753,0.0,0.03,0.01,0.0,0.01,0.0,0.14,0.0,0.06,0.415,0.01
1754,0.0,0.045,0.01,0.0,0.0,0.0,0.06,0.0,0.092,0.13,0.02
1755,0.06,0.07,0.04,0.0,0.03,0.0,0.08,0.03,0.07,0.22666666666666666,0.01
1756,0.0,0.01,0.13,0.0,0.01,0.02,0.095,0.04,0.12,0.13,0.01
1757,0.0,0.03888888888888889,0.11900000000000001,0.0,0.0225,0.01,0.039,0.02333333333333333,0.08,0.0675,0.06
1758,0.01,0.03333333333333333,0.02333333333333333,0.0,0.025,0.02,0.055,0.02,0.08,0.07333333333333333,0.01
1759,0.0,0.06,0.03,0.0,0.0,0.01,0.01,0.01,0.02,0.05,0.01
1760,0.45,0.02,0.064,0.0,0.01,0.02,0.05,0.0,0.06,0.05,0.01
1761,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.01,0.0,0.0
1762,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.04,0.08,0.0
1763,0.0,0.07,0.05,0.0,0.01,0.01,0.11,0.01,0.02,0.052000000000000005,0.01
1764,0.07,0.04,0.07166666666666667,0.03,0.04166666666666667,0.02,0.08,0.01,0.065,0.166,0.0125
1765,0.04,0.05333333333333333,0.18333333333333335,0.01,0.04,0.02,0.065,0.01,0.11,0.25,0.02
1766,0.01,0.11,0.2,0.0,0.04,0.005,0.06,0.0325,0.09,0.07,0.03
1767,0.04,0.07666666666666667,0.09,0.0,0.01,0.01,0.023333333333333334,0.01,0.12454545454545456,0.5166666666666666,0.02
1768,0.0,0.01,0.04,0.0,0.0,0.025,0.0,0.02,0.01,0.0275,0.0
1769,0.01,0.01,0.09,0.0,0.03,0.0,0.04,0.01,0.13,0.05,0.02
1770,0.0,0.03,0.02,0.0,0.0,0.0,0.05,0.0,0.05,0.615,0.0
1771,0.01,0.02,0.02,0.0,0.01,0.0,0.17666666666666664,0.0,0.38,0.08,0.0
1772,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.0275,0.085,0.0
1773,0.0,0.03,0.04666666666666667,0.01,0.01,0.01,0.085,0.01,0.125,0.15333333333333332,0.01
1774,0.81,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01
1775,0.0,0.01,0.01,0.0,0.01,0.0,0.02,0.0,0.11,0.015,0.0
1776,0.03,0.11,0.07833333333333334,0.03,0.085,0.02,0.13916666666666666,0.1,0.09,0.1,0.01
1777,0.89,0.006666666666666666,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01
1778,0.0,0.04,0.01,0.0,0.0,0.0,0.27,0.0,0.0,0.01,0.0
1779,0.01,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.07,0.08,0.0
1780,0.02,0.07333333333333333,0.3916666666666667,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01
1781,0.01,0.02,0.415,0.0,0.01,0.0,0.045,0.02,0.05,0.32,0.0
1782,0.01,0.03333333333333333,0.03,0.0,0.02,0.0,0.03666666666666667,0.0,0.01,0.05,0.01
1783,0.04,0.0,0.045714285714285714,0.0,0.02,0.02,0.05,0.0,0.08,0.18,0.01
1784,0.07,0.026666666666666665,0.055,0.03,0.01,0.01,0.01,0.04,0.04,0.1,0.01
1785,0.01,0.004285714285714285,0.0525,0.01,0.035,0.01,0.24,0.02,0.44,0.08,0.01
1786,0.03,0.011666666666666665,0.07066666666666667,0.0,0.03,0.01,0.042,0.04,0.05,0.06,0.03
1787,0.0,0.05,0.06,0.0,0.0,0.0,0.32,0.0,0.24,0.12,0.01
1788,0.01,0.045,0.12666666666666668,0.01,0.01,0.01,0.01,0.01,0.03,0.2,0.06
1789,0.0,0.0,0.02,0.02,0.0,0.0,0.03,0.0,0.065,0.03,0.03
1790,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.013999999999999999,0.07,0.0
1791,0.08,0.02,0.02,0.0,0.0,0.01,0.01,0.02,0.02,0.04,0.0
1792,0.0,0.0,0.62,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.0
1793,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.01,0.0
1794,0.04,0.02,0.145,0.0,0.08,0.01,0.05,0.09,0.05,0.07,0.12
1795,0.45,0.0,0.06,0.0,0.0125,0.0,0.02,0.01,0.02,0.05,0.0
1796,0.0,0.01,0.05,0.0,0.0475,0.01,0.03,0.0,0.0325,0.115,0.03666666666666667
1797,0.0,0.01,0.01,0.0,0.01,0.01,0.07,0.01,0.81,0.01,0.005
1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.10333333333333333,0.07,0.0
1799,0.91,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.0
1800,0.04,0.035,0.04666666666666667,0.06,0.04,0.0,0.04,0.02,0.15,0.06,0.0
1801,0.0,0.01,0.07,0.0,0.0,0.01,0.0,0.01,0.05,0.06,0.0
1802,0.0,0.01,0.01,0.0,0.0,0.0,0.14,0.01,0.04,0.02,0.0
1803,0.01,0.0,0.03,0.0,0.03,0.0,0.14,0.0,0.25,0.02,0.02
1804,0.02,0.03666666666666667,0.1383333333333333,0.0,0.02,0.0,0.1,0.02,0.115,0.09833333333333333,0.02
1805,0.04,0.02,0.05,0.04,0.0,0.0,0.06,0.05,0.03,0.06,0.01
1806,0.01,0.015,0.01,0.01,0.065,0.01,0.03,0.0,0.08,0.29,0.02
1807,0.02,0.03,0.07666666666666666,0.03,0.0,0.01,0.04,0.0,0.06,0.12,0.01
1808,0.33,0.014285714285714285,0.012,0.0,0.02,0.0,0.025,0.01,0.04,0.05,0.0
1809,0.0,0.04,0.02333333333333333,0.0,0.0,0.0,0.015,0.0,0.03,0.01,0.0
1810,0.01,0.01,0.0825,0.0,0.02,0.0,0.11,0.0,0.09,0.125,0.02
1811,0.0,0.01,0.0,0.0,0.0,0.02,0.05,0.01,0.0775,0.19,0.0
1812,0.02,0.03,0.07,0.0,0.0,0.04,0.04,0.0,0.1,0.055,0.0
1813,0.01,0.045,0.03,0.0,0.01,0.01,0.04,0.0,0.08,0.18166666666666667,0.02
1814,0.52,0.025,0.01,0.0,0.01,0.026666666666666665,0.01,0.02,0.07,0.10333333333333332,0.02
1815,0.0,0.08,0.03666666666666667,0.02,0.0,0.0,0.02,0.0,0.066,0.06333333333333332,0.01
1816,0.1,0.105,0.16,0.0,0.024,0.02,0.0525,0.03,0.06,0.07,0.04
1817,0.01,0.03111111111111111,0.06,0.02,0.03,0.02,0.03,0.01,0.0475,0.12,0.0
1818,0.05,0.04,0.03833333333333334,0.0,0.01,0.0,0.03,0.01,0.04,0.13,0.01
1819,0.04,0.03,0.115,0.06,0.02,0.02,0.10666666666666667,0.03,0.205,0.08,0.03
1820,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.07,0.0
1821,0.0,0.01,0.3568333333333333,0.01,0.0,0.0,0.065,0.0,0.3438333333333333,0.7887857142857143,0.0
1822,0.0,0.0,0.01,0.0,0.0,0.0,0.17,0.0,0.02,0.0,0.0
1823,0.03,0.0,0.01,0.0,0.02,0.0,0.11,0.01,0.09,0.1,0.0
1824,0.01,0.0,0.0,0.02,0.01,0.0,0.06,0.005,0.03,0.06,0.01
1825,0.39,0.019,0.003333333333333333,0.0,0.0,0.0,0.01,0.01,0.03,0.02,0.0
1826,0.01,0.015,0.02,0.0,0.006666666666666666,0.0,0.03,0.0,0.08,0.2866666666666666,0.0
1827,0.0,0.02,0.02,0.01,0.0,0.0,0.12,0.01,0.25,0.06,0.0
1828,0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
1829,0.0,0.06666666666666667,0.165,0.0,0.05,0.01,0.044000000000000004,0.0025,0.07,0.12,0.04
1830,0.0,0.09,0.37416666666666665,0.0,0.11366666666666667,0.0,0.02,0.0,0.0,0.45649999999999996,0.11
1831,0.01,0.145,0.1541190476190476,0.0,0.02333333333333333,0.015,0.13633333333333333,0.01,0.145,0.06166666666666667,0.0
1832,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.02,0.32,0.0
1833,0.01,0.0375,0.0975,0.0,0.02,0.0,0.03833333333333333,0.02,0.023333333333333334,0.026666666666666665,0.0
1834,0.0,0.02428571428571429,0.07333333333333333,0.01,0.01,0.01,0.08333333333333334,0.01,0.0,0.07666666666666666,0.0
1835,0.01,0.0,0.02333333333333333,0.04,0.01,0.0,0.105,0.0,0.04333333333333333,0.0,0.04
1836,0.0,0.02,0.3591666666666667,0.0,0.2246904761904762,0.01,0.04333333333333333,0.01,0.08,0.09,0.013333333333333332
1837,0.02,0.04428571428571429,0.1,0.0,0.01,0.0,0.07,0.02,0.10333333333333333,0.01,0.0
1838,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.04,0.1,0.04
1839,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.08,0.01
1840,0.02,0.03666666666666667,0.045,0.01,0.01,0.015,0.0775,0.0,0.12,0.11699999999999999,0.04
1841,0.05,0.07,0.12233333333333332,0.0,0.0,0.01,0.03,0.03,0.1075,0.43483333333333335,0.01
1842,0.0,0.03,0.06,0.0,0.02,0.0,0.13,0.0,0.03,0.0,0.0
1843,0.0,0.1,0.02,0.0,0.03,0.01,0.1,0.0,0.18,0.02,0.0
1844,0.0,0.02,0.04,0.0,0.0,0.05,0.04,0.01,0.03,0.03,0.0
1845,0.01,0.03,0.6166666666666667,0.0,0.49,0.0,0.59,0.11,0.58,0.01,0.54
1846,0.01,0.025,0.0175,0.0,0.0,0.025,0.04333333333333334,0.0,0.07666666666666666,0.055,0.0
1847,0.0,0.0,0.10416666666666669,0.0,0.0,0.01,0.01,0.0,0.0,0.6766666666666665,0.026666666666666665
1848,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.1,0.07,0.0
1849,0.0,0.02,0.05,0.0,0.0,0.0,0.02,0.02,0.06,0.08,0.02
1850,0.0,0.05416666666666666,0.0675,0.02,0.01,0.02,0.016666666666666666,0.0,0.04,0.0775,0.01
1851,0.0,0.02,0.026666666666666665,0.0,0.02,0.03,0.03,0.05,0.04,0.235,0.016666666666666666
1852,0.0,0.07333333333333333,0.10866666666666668,0.02,0.02,0.0,0.03,0.0,0.08,0.275,0.01
1853,0.0,0.01,0.015714285714285715,0.0,0.0,0.0,0.15,0.0,0.04,0.02,0.0
1854,0.01,0.04,0.105,0.0,0.01,0.01,0.0,0.0225,0.03,0.23,0.0
1855,0.01,0.105,0.11600000000000002,0.04,0.04333333333333334,0.0,0.1,0.0,0.04,0.031,0.13
1856,0.0,0.005,0.05,0.01,0.03,0.0,0.03,0.06,0.11333333333333334,0.13,0.02
1857,0.01,0.05,0.01,0.0,0.0,0.205,0.01,0.0,0.038,0.02,0.0
1858,0.01,0.03666666666666667,0.15,0.01,0.016666666666666666,0.02,0.08,0.0,0.08233333333333334,0.08,0.016666666666666666
1859,0.0,0.01,0.02,0.0,0.0,0.0,0.27,0.0,0.375,0.02,0.01
1860,0.0,0.01,0.7,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.0
1861,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.14,0.0
1862,0.01,0.045,0.075,0.08,0.04,0.006,0.06,0.01,0.075,0.1758333333333333,0.035
1863,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.09,0.0
1864,0.0,0.01,0.04,0.0,0.0,0.0,0.03,0.0,0.05,0.14,0.0
1865,0.0,0.11,0.026666666666666665,0.01,0.01,0.0,0.01,0.0,0.26,0.44,0.0
1866,0.06,0.03,0.045,0.02,0.0,0.01,0.02,0.05,0.07,0.07,0.02
1867,0.0,0.03,0.07,0.0,0.0,0.0,0.07,0.0,0.1,0.09,0.0
1868,0.0,0.15,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
1869,0.03,0.07,0.08,0.0,0.025,0.0,0.01,0.03,0.015,0.15,0.0
1870,0.01,0.03,0.21,0.0,0.0,0.02,0.0,0.0,0.1,0.58,0.0
1871,0.0,0.04,0.045,0.0,0.01,0.02,0.07,0.02,0.15,0.05,0.0
1872,0.0,0.19,0.0075,0.0,0.01,0.0,0.05,0.0,0.14,0.01,0.0
1873,0.0,0.03,0.075,0.0,0.0,0.0,0.05,0.0,0.02,0.1366666666666667,0.0
1874,0.01,0.02,0.08583333333333332,0.0,0.05,0.0,0.04,0.1,0.051666666666666666,0.105,0.02
1875,0.0,0.05,0.02,0.01,0.013333333333333332,0.0,0.03,0.01,0.14,0.16,0.01
1876,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.04,0.0
1877,0.0,0.01,0.01,0.01,0.0,0.02,0.06,0.01,0.08,0.02,0.0
1878,0.15,0.01,0.06,0.01,0.03,0.0,0.01,0.02,0.05,0.1025,0.02
1879,0.01,0.035333333333333335,0.05833333333333334,0.02,0.01,0.0,0.094,0.02,0.11,0.051,0.0
1880,0.0,0.01,0.0675,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.03
1881,0.0,0.18,0.49,0.01,0.0,0.01,0.01,0.03,0.04,0.23,0.0
1882,0.0,0.035,0.04,0.01,0.02,0.01,0.02,0.01,0.0625,0.275,0.02
1883,0.02,0.027714285714285712,0.05316666666666667,0.01,0.0,0.02,0.02,0.02,0.07333333333333333,0.2713888888888889,0.026666666666666665
1884,0.07,0.04,0.05133333333333333,0.0,0.03,0.025,0.02,0.01,0.06333333333333332,0.05,0.025
1885,0.03,0.0225,0.06,0.02,0.01,0.0,0.1,0.27,0.1,0.12,0.0
1886,0.0,0.05,0.09,0.01,0.12,0.01,0.16,0.0,0.19,0.23,0.0
1887,0.41,0.02,0.11452380952380954,0.01,0.03333333333333333,0.0,0.03,0.01,0.025,0.0225,0.03
1888,0.0,0.02,0.21233333333333335,0.0,0.0,0.01,0.0,0.0,0.08166666666666668,0.5068333333333335,0.01
1889,0.02,0.05083333333333333,0.05666666666666667,0.0,0.0,0.01,0.02,0.01,0.02,0.1,0.02
1890,0.04,0.08666666666666666,0.08,0.01,0.02,0.0,0.05,0.02,0.065,0.11333333333333334,0.02
1891,0.0,0.0,0.0,0.0,0.01,0.0,0.018000000000000002,0.0,0.03,0.0,0.0
1892,0.0,0.0,0.06,0.0,0.0,0.16633333333333333,0.03,0.0,0.03,0.19083333333333333,0.0
1893,0.01,0.03,0.026666666666666665,0.0,0.06,0.03,0.08,0.045,0.14666666666666667,0.11,0.02
1894,0.02,0.01,0.03,0.02,0.0,0.0,0.05,0.01,0.03,0.239,0.01
1895,0.0,0.0,0.57,0.0,0.7,0.05,0.59,0.01,0.12333333333333332,0.03,0.01
1896,0.01,0.008333333333333333,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0
1897,0.0,0.07,0.01,0.0,0.01,0.0,0.13,0.01,0.1,0.05,0.01
1898,0.0,0.02,0.025,0.0,0.01,0.0,0.09,0.0,0.20666666666666664,0.175,0.0
1899,0.02,0.0425,0.05,0.01,0.02,0.01,0.03,0.0,0.03333333333333333,0.13,0.0
1900,0.08,0.035,0.045,0.02,0.016666666666666666,0.01,0.02,0.05333333333333333,0.09,0.16666666666666669,0.01
1901,0.3,0.0,0.01,0.0,0.02,0.01,0.03,0.0,0.0,0.02,0.0
1902,0.01,0.07066666666666667,0.059,0.0,0.0,0.0,0.02,0.01,0.015,0.21316666666666667,0.01
1903,0.05,0.05733333333333333,0.06233333333333333,0.02,0.021111111111111112,0.0,0.055,0.02,0.04333333333333333,0.09285714285714285,0.01
1904,0.01,0.0,0.07,0.0,0.01,0.006666666666666666,0.04,0.0,0.03,0.41,0.0
1905,0.0,0.0,0.02,0.0,0.0,0.02,0.14,0.0,0.28,0.08,0.0
1906,0.01,0.01,0.05,0.02,0.03,0.0,0.03,0.02,0.204,0.31,0.0
1907,0.01,0.06,0.07,0.0,0.03,0.0,0.01,0.01,0.05,0.09,0.0
1908,0.01,0.02,0.04,0.01,0.02,0.01,0.145,0.0,0.1,0.045,0.0
1909,0.01,0.026666666666666665,0.1075,0.02,0.03,0.0,0.09,0.03,0.09,0.265,0.0
1910,0.01,0.02,0.05,0.0,0.01,0.02,0.23,0.01,0.17,0.05,0.0
1911,0.0,0.0,0.01,0.01,0.0,0.0,0.1,0.0,0.46333333333333326,0.02,0.0
